Tarih,Kapanış(TL),Min(TL),Max(TL),AOF(TL),Hacim(TL),Sermaye(mn TL),USDTRY,BIST 100,PiyasaDeğeri(mn TL),PiyasaDeğeri(mn USD),HalkaAçık PD(mn TL),HalkaAçık PD(mn USD)
23-09-2021,66.2,66,68.15,66.96,226611826,607,8.674,1401,40197,4634,27249,3141
24-09-2021,64.9,64.25,65.7,64.87,245896650,607,8.8399,1385,39407,4458,26714,3022
27-09-2021,64.25,63.8,65.8,64.61,228359858,607,8.8514,1392,39013,4408,26447,2988
28-09-2021,63,62.9,64.15,63.26,163987468,607,8.8745,1384,38254,4311,25932,2922
29-09-2021,64.15,63.6,64.4,64.06,132747966,607,8.8592,1392,38952,4397,26405,2981
30-09-2021,63.9,63,64.55,63.65,285464302,607,8.8945,1406,38800,4362,26303,2957
01-10-2021,63.2,63.05,63.7,63.28,147164402,607,8.8628,1401,38375,4330,26014,2935
04-10-2021,62.35,62.3,63.25,62.75,132659805,607,8.8682,1394,37859,4269,25665,2894
05-10-2021,62.1,61.95,62.55,62.25,120898814,607,8.8603,1392,37707,4256,25562,2885
06-10-2021,61.2,61.15,62.65,61.76,221763088,607,8.9226,1372,37161,4165,25191,2823
07-10-2021,61.45,61.3,61.9,61.56,140745932,607,8.8769,1397,37312,4203,25294,2849
08-10-2021,61.85,61,62.8,61.83,331848618,607,8.9142,1398,37555,4213,25459,2856
11-10-2021,62.85,61.95,63.1,62.59,185192225,607,8.9528,1416,38163,4263,25870,2890
12-10-2021,62.3,62.15,62.9,62.53,136060253,607,9.0158,1417,37829,4196,25644,2844
13-10-2021,61.55,61.55,62.8,62.1,191790809,607,9.0384,1414,37373,4135,25335,2803
14-10-2021,60.45,60.3,61.8,60.81,398381386,607,9.158,1412,36705,4008,24882,2717
15-10-2021,60.6,60,61.35,60.47,433856839,607,9.2159,1410,36796,3993,24944,2707
18-10-2021,60.7,60.55,61.3,60.92,401789144,607,9.2834,1418,36857,3970,24985,2691
19-10-2021,61.3,60.9,61.75,61.39,250077238,607,9.3012,1430,37221,4002,25232,2713
20-10-2021,60.9,60.8,61.7,61.12,220585252,607,9.3307,1433,36978,3963,25068,2687
21-10-2021,61.9,60.15,61.9,60.99,382375969,607,9.3024,1455,37586,4040,25479,2739
22-10-2021,62.3,61.65,62.7,62.22,325163414,607,9.6033,1480,37829,3939,25644,2670
25-10-2021,61.45,61.3,62.1,61.66,555264098,607,9.7537,1493,37312,3825,25294,2593
26-10-2021,62.15,61.65,62.45,62.13,674169981,607,9.4745,1509,37737,3983,25582,2700
27-10-2021,63.1,62.35,63.65,62.93,948601548,607,9.4984,1519,38314,4034,25973,2734
28-10-2021,62.15,62.15,63.15,62.41,300687514,607,9.4984,1522,37737,3973,25518,2687
01-11-2021,64,60.7,64.3,62.78,867468712,607,9.5458,1536,38861,4071,26278,2753
02-11-2021,64.05,63.05,64.7,63.92,486488971,607,9.5342,1533,38891,4079,26298,2758
03-11-2021,64.55,62.65,64.55,63.9,399496164,607,9.6744,1547,39195,4051,26503,2740
04-11-2021,65.95,64.85,66.35,65.48,343326127,607,9.7059,1576,40045,4126,27078,2790
05-11-2021,65.55,64.8,66.15,65.35,259436608,607,9.7175,1584,39802,4096,26914,2770
08-11-2021,67.2,65.55,67.2,66.44,363776244,607,9.7022,1609,40804,4206,27592,2844
09-11-2021,65.65,65.55,67,66.17,616621279,607,9.7204,1616,39863,4101,26955,2773
10-11-2021,66.4,65.7,67.4,66.57,632410467,607,9.7988,1624,40318,4115,27263,2782
11-11-2021,66.2,66,66.8,66.39,288120443,607,9.9349,1625,40197,4046,27181,2736
12-11-2021,66.8,66.25,67.1,66.75,318466892,607,9.9283,1639,40561,4085,27427,2763
15-11-2021,67.2,66.7,67.7,67.23,566830547,607,9.9984,1702,40804,4081,27592,2760
16-11-2021,66.35,65.9,68.2,67.18,524752527,607,10.1854,1686,40288,3955,27243,2675
17-11-2021,65.45,64.25,65.45,64.83,336153311,607,10.418,1707,39741,3815,26873,2579
18-11-2021,66.95,64.7,67.35,65.98,626586034,607,10.7155,1737,40652,3794,27489,2565
19-11-2021,66.75,66.5,67.6,66.96,286930257,607,11.0465,1737,40531,3669,27407,2481
22-11-2021,67.6,66.8,68.1,67.53,452475414,607,11.1913,1755,41047,3668,27756,2480
23-11-2021,68.05,66.4,68.05,67.5,551576816,607,12.1775,1785,41320,3393,27941,2294
24-11-2021,69,68.3,69.5,68.86,527475943,607,12.6309,1812,41897,3317,28331,2243
25-11-2021,68.95,68.25,69.4,68.82,249114522,607,12.0217,1819,41866,3483,28310,2355
26-11-2021,69.1,68.45,69.4,69,377738494,607,12.1004,1776,41958,3467,28372,2345
29-11-2021,69.45,68.6,69.75,69.14,295518658,607,12.6823,1809,42170,3325,28515,2248
30-11-2021,69.4,68.9,70.25,69.62,578410628,607,12.962,1810,42140,3251,28495,2198
01-12-2021,70.15,69.7,71.1,70.23,411242342,607,13.3603,1857,42595,3188,28803,2156
02-12-2021,70.1,69.7,70.6,70.07,239083545,607,13.4309,1880,42565,3169,28782,2143
03-12-2021,69.9,69.75,70.7,70.11,348390982,607,13.7048,1910,42443,3097,28700,2094
06-12-2021,73,69.65,73.3,71.78,619177422,607,13.7988,1927,44326,3212,29973,2172
07-12-2021,77.55,75.55,78.15,77.01,1210240552,607,13.6913,1981,47088,3439,31808,2323
08-12-2021,76.15,76.15,78.85,77.05,772466950,607,13.6486,2005,46238,3388,31234,2288
09-12-2021,74.85,74.6,76.95,75.53,974252646,607,13.7679,2031,45449,3301,30701,2230
10-12-2021,77.05,74.25,77.2,76.58,1168472873,607,13.8596,2035,46785,3376,31603,2280
13-12-2021,78.25,76.6,79.2,77.99,834082403,607,14.2721,2102,47513,3329,32095,2249
14-12-2021,80.25,78.6,80.6,79.67,691707944,607,14.2,2158,48728,3432,32916,2318
15-12-2021,83.4,81.25,84.1,82.71,703490796,607,14.6613,2162,50640,3454,34208,2333
16-12-2021,85.05,82.1,85.6,84.61,1072026999,607,15.2392,2279,51642,3389,34884,2289
17-12-2021,77.25,76.55,88.4,84.41,1250628849,607,16.3652,2084,46906,2866,31685,1936
20-12-2021,71.65,69.7,79,74.6,1002943484,607,17.5046,2056,43506,2485,29388,1679
21-12-2021,65.4,64.5,75.65,68.08,1427951475,607,13.0461,1892,39711,3044,26825,2056
22-12-2021,65.95,63.85,67.45,66.23,1162390227,607,12.476,1804,40045,3210,27050,2168
23-12-2021,64,61.1,67.4,64.37,965897805,607,11.4714,1805,38861,3388,26250,2288
24-12-2021,65.4,63.55,65.4,64.49,652436692,607,11.7489,1891,39711,3380,26825,2283
27-12-2021,63.9,63.65,66.5,65.12,702872824,607,11.4105,1897,38800,3400,26209,2297
28-12-2021,62.6,62.1,65.25,63.71,580975251,607,11.8515,1850,38011,3207,25676,2166
29-12-2021,63.7,62.1,64.45,63.65,539132067,607,12.2439,1895,38679,3159,26127,2134
30-12-2021,61.65,61.55,64.55,62.67,547307130,607,13.0009,1864,37434,2879,25242,1942
31-12-2021,61.3,61.3,62.4,61.91,421950168,607,13.353,1858,37221,2787,25098,1880
03-01-2022,64.45,61.8,64.6,63.57,839158945,607,13.4463,1927,39134,2910,26388,1962
04-01-2022,67.7,65,67.7,66.32,1209792188,607,13.211,1964,41107,3112,27719,2098
05-01-2022,69.3,67.9,69.7,68.94,851473829,607,13.3928,2005,42079,3142,28374,2119
06-01-2022,68.95,68.1,69.6,69.08,523341465,607,13.6598,2008,41866,3065,28231,2067
07-01-2022,72.7,69.45,72.8,70.59,880646846,607,13.7774,2033,44143,3204,29766,2160
10-01-2022,71.35,71.35,73.8,72.18,626380696,607,13.7442,2045,43324,3152,29213,2125
11-01-2022,70.9,69.8,72.1,70.91,627383501,607,13.7562,2046,43050,3130,29029,2110
12-01-2022,71.95,70.95,72.3,71.7,562477185,607,13.7456,2064,43688,3178,29459,2143
13-01-2022,70.45,70.4,71.85,71.02,482496210,607,13.5644,2071,42777,3154,28845,2126
14-01-2022,70.25,69.55,71,70.08,423499487,607,13.5298,2073,42656,3153,28763,2126
17-01-2022,71.7,70.5,72.2,71.64,441463469,607,13.5031,2086,43536,3224,29343,2173
18-01-2022,68.15,68.15,72.05,70.61,394332382,607,13.5352,1980,41381,3057,27891,2061
19-01-2022,70.3,67.25,70.6,68.88,752521922,607,13.5947,2042,42686,3140,28770,2116
20-01-2022,70,68.35,71.5,70.51,601215196,607,13.4673,2014,42504,3156,28648,2127
21-01-2022,69.75,68.55,70.3,69.51,442750784,607,13.4261,2011,42352,3154,28545,2126
24-01-2022,66.95,66.8,70.15,68.47,541180574,607,13.4087,1910,40652,3032,27399,2043
25-01-2022,68.2,66.2,68.45,67.38,473402706,607,13.5243,1945,41411,3062,27911,2064
26-01-2022,68.5,67.85,69.1,68.58,385295081,607,13.5272,1951,41593,3075,28034,2072
27-01-2022,71.9,67.05,71.9,70.09,639686373,607,13.6177,1998,43658,3206,29425,2161
28-01-2022,70.6,70.35,72.45,71.2,415109627,607,13.6311,1983,42868,3145,28893,2120
31-01-2022,70.35,70.3,71.45,70.73,297138055,607,13.4257,2003,42717,3182,28791,2144
01-02-2022,71.7,70.75,72.2,71.7,386868636,607,13.391,2015,43536,3251,29343,2191
02-02-2022,70.55,70.25,72.1,70.99,257461991,607,13.4529,2002,42838,3184,28873,2146
03-02-2022,69.9,69.35,71.75,70.97,362549936,607,13.5787,1958,42443,3126,28607,2107
04-02-2022,68.65,68.55,70.5,69.31,346661002,607,13.558,1944,41684,3075,28095,2072
07-02-2022,70.7,67.75,70.8,69.35,383090450,607,13.5673,1998,42929,3164,28934,2133
08-02-2022,71.15,69.4,71.8,70.79,467406652,607,13.6406,2007,43202,3167,29118,2135
09-02-2022,72.25,71.35,72.5,71.99,441625310,607,13.5919,2043,43870,3228,29569,2175
10-02-2022,72.25,71.7,72.8,72.32,383864244,607,13.5566,2039,43870,3236,29569,2181
11-02-2022,73.95,71.35,74.25,72.63,701458768,607,13.5176,2051,44902,3322,30264,2239
14-02-2022,73.25,71.15,74.75,73.29,925921393,607,13.5622,2002,44477,3280,29978,2210
15-02-2022,75.3,73.5,76.2,75.14,649796845,607,13.6277,2038,45722,3355,30817,2261
16-02-2022,75.3,74.85,76.1,75.53,418990801,607,13.6399,2041,45722,3352,30817,2259
17-02-2022,74.7,74.2,75.75,74.89,464504087,607,13.628,2010,45358,3328,30571,2243
18-02-2022,75.75,74.35,75.75,74.94,317672816,607,13.6363,2032,45995,3373,31001,2273
21-02-2022,77.05,75.85,77.5,76.71,508578816,607,13.6369,2038,46785,3431,31533,2312
22-02-2022,75.55,74.2,76.05,75.16,565664218,607,13.7695,2017,45874,3332,30919,2245
23-02-2022,75.4,75.35,76.65,75.84,461831643,607,13.8097,2016,45783,3315,30858,2234
24-02-2022,71.15,67.9,71.85,69.95,605079175,607,14.258,1851,43202,3030,29118,2042
25-02-2022,73.05,71.4,74.1,72.78,514069244,607,14.0648,1952,44356,3154,29896,2126
28-02-2022,73.1,71.3,73.55,72.67,518645829,607,13.8535,1946,44386,3204,29916,2159
01-03-2022,73.45,73.1,75.05,74.13,548952508,607,13.9104,1970,44599,3206,30060,2161
02-03-2022,74.9,73.7,74.95,74.51,377256994,607,14.0639,1986,45479,3234,30653,2180
03-03-2022,76.2,76,76.85,76.4,495636084,607,14.1374,2023,46269,3273,31185,2206
04-03-2022,74.7,74.65,76.15,75.31,467686055,607,14.2021,1991,45358,3194,30571,2153
07-03-2022,75.45,73.75,76.1,75.33,602697147,607,14.327,1997,45813,3198,30878,2155
08-03-2022,76.5,74.25,77.4,76.14,497447877,607,14.4989,2011,46451,3204,31308,2159
09-03-2022,77.3,76.8,78.4,77.56,479514424,607,14.6324,2043,46937,3208,31635,2162
10-03-2022,75.95,75.55,77.9,76.48,480672190,607,14.77,2042,46117,3122,31083,2104
11-03-2022,75.75,75.05,76.7,75.81,496939759,607,14.9311,2054,45995,3081,31001,2076
14-03-2022,77.45,76.15,77.5,77.01,422409807,607,14.789,2088,47028,3180,31697,2143
15-03-2022,76.2,76.2,77.35,76.69,345644898,607,14.7769,2079,46269,3131,31185,2110
16-03-2022,76.4,75.5,76.95,76.23,266037156,607,14.7022,2089,46390,3155,31267,2127
17-03-2022,78.35,76.5,78.6,77.8,480886763,607,14.6961,2134,47574,3237,32065,2182
18-03-2022,80.55,78.45,80.55,79.65,562211703,607,14.7906,2144,48910,3307,32965,2229
21-03-2022,81.35,79.65,81.6,80.67,509878377,607,14.8427,2175,49396,3328,33559,2261
22-03-2022,84,81.25,84,82.46,379713765,607,14.8308,2189,51005,3439,34653,2337
23-03-2022,84.1,82.55,84.35,83.33,403709187,607,14.833,2183,51066,3443,34694,2339
24-03-2022,83.45,82.8,84.2,83.44,242146581,607,14.8501,2176,50671,3412,34426,2318
25-03-2022,84,82.45,84.7,83.96,379555343,607,14.8334,2176,51005,3439,34653,2336
28-03-2022,83.05,82.9,84.6,83.69,243125528,607,14.8488,2172,50428,3396,34261,2307
29-03-2022,84,83,84.2,83.67,285506704,607,14.8199,2207,51005,3442,34653,2338
30-03-2022,86,83.85,86,84.97,310337155,607,14.6722,2230,52219,3559,35478,2418
31-03-2022,84.65,84.15,85.8,84.68,412990394,607,14.6635,2233,51399,3505,34921,2381
01-04-2022,84,84,85.05,84.46,370021579,607,14.6873,2252,51005,3473,34653,2359
04-04-2022,81.75,81.5,84.3,82.38,705983035,607,14.7127,2311,49639,3374,33715,2292
05-04-2022,81.95,81.5,83.15,82.44,786020988,607,14.722,2326,49760,3380,33797,2296
06-04-2022,80.8,80.2,82.05,81.08,480419180,607,14.7441,2316,49062,3328,33323,2260
07-04-2022,82,81.15,82.35,81.91,536629691,607,14.7555,2345,49790,3374,33818,2292
08-04-2022,83.3,82.2,83.35,83.01,533223094,607,14.7478,2393,50580,3430,34354,2329
11-04-2022,83.5,82.95,84.15,83.71,672977931,607,14.7427,2449,50701,3439,34436,2336
12-04-2022,84,82.85,85.1,84.19,919358371,607,14.6897,2464,51005,3472,34642,2358
13-04-2022,85.3,83.65,85.95,85.18,709353093,607,14.5866,2460,51794,3551,35179,2412
14-04-2022,84.95,84.95,86.3,85.57,344639407,607,14.6196,2475,51582,3528,35034,2396
15-04-2022,84.65,84.1,85.2,84.63,207583691,607,14.6444,2494,51399,3510,34911,2384
18-04-2022,84.7,84.05,85.25,84.7,218255759,607,14.6515,2510,51430,3510,34921,2383
19-04-2022,85.55,84.8,86.9,85.92,821897422,607,14.6607,2519,51946,3543,35271,2406
20-04-2022,86.8,85.05,87.2,86.28,529210746,607,14.6688,2526,52705,3593,35760,2438
21-04-2022,89.7,87.05,90.1,88.73,666559451,607,14.6869,2557,54466,3708,36955,2516
22-04-2022,86.3,86,90.05,88.15,493395524,607,14.7333,2473,52401,3557,35554,2413
25-04-2022,86.8,83.45,87.5,85.95,406184823,607,14.7705,2483,52705,3568,35760,2421
26-04-2022,82.7,82.5,87.9,85.2,576548952,607,14.7936,2418,50215,3394,34071,2303
27-04-2022,84.95,82.35,84.95,83.67,411540252,607,14.8229,2451,51582,3480,34998,2361
28-04-2022,83.95,83.35,85.45,84.4,310720336,607,14.8064,2428,50974,3443,34586,2336
29-04-2022,83.55,83.2,84.8,83.88,414162307,607,14.8118,2431,50732,3425,34421,2324
05-05-2022,85.1,84.05,86.05,85.03,550188530,607,14.858,2466,51673,3478,35060,2360
06-05-2022,83.05,82.2,84.65,83.3,622834462,607,14.9247,2459,50428,3379,34215,2293
09-05-2022,82.5,81.45,83.65,82.49,552217451,607,15.001,2466,50094,3339,33989,2266
10-05-2022,84.9,82.9,85.5,84.49,807706881,607,15.2199,2490,51551,3387,34978,2298
11-05-2022,83.25,82.5,86.1,84.06,520055170,607,15.3157,2454,50549,3300,34298,2239
12-05-2022,82.25,81.15,83.3,82.21,486474659,607,15.3802,2391,49942,3247,33886,2203
13-05-2022,81.7,81,82.95,81.95,341799771,607,15.4656,2419,49608,3208,33659,2176
16-05-2022,81.8,80.15,82,81.32,259890491,607,15.5919,2391,49669,3186,33700,2161
17-05-2022,84.15,82,85.05,84.11,834213986,607,15.8171,2395,51096,3230,34669,2192
18-05-2022,82,81.3,84,82.19,796231138,607,15.9492,2394,49790,3122,33783,2118
20-05-2022,80.35,80.35,81.85,81.16,635146642,607,15.9536,2372,48789,3058,33103,2075
23-05-2022,80.3,77.9,81.55,79.37,680275873,607,15.878,2381,48758,3071,33082,2084
24-05-2022,78.1,78.1,80.4,78.89,753371905,607,16.1135,2375,47422,2943,32176,1997
25-05-2022,79.65,78.1,80.75,79.65,477203225,607,16.2963,2418,48363,2968,32815,2014
26-05-2022,81.9,79.9,82.5,81.36,527674201,607,16.3975,2451,49730,3033,33742,2058
27-05-2022,81.75,80.9,82.3,81.63,423413626,607,16.3773,2439,49639,3031,33680,2056
30-05-2022,83.5,81.95,83.9,83.16,577222098,607,16.3857,2527,50701,3094,34401,2099
31-05-2022,82.5,82.45,83.8,82.95,670783463,607,16.4171,2547,50094,3051,33989,2070
01-06-2022,84.8,82.75,86.3,84.92,649326435,607,16.4423,2569,51491,3132,34936,2125
02-06-2022,88,84.4,89,86.31,484250195,607,16.4686,2602,53434,3245,36255,2201
03-06-2022,88.15,87.5,89.45,88.39,409022027,607,16.5062,2601,53525,3243,36316,2200
06-06-2022,88.45,88.15,89.45,88.83,284905228,607,16.5887,2648,53707,3238,36440,2197
07-06-2022,86.95,86.1,89,87.02,468620969,607,16.7385,2648,52796,3154,35822,2140
08-06-2022,83.8,83.8,88.05,86.41,446141889,607,17.1232,2540,50883,2972,34524,2016
09-06-2022,82.3,81.1,85.2,82.48,706760047,607,17.2295,2572,49973,2900,33906,1968
10-06-2022,81.5,80.5,82.9,81.92,435862299,607,17.0896,2543,49487,2896,33577,1965
13-06-2022,82,81.1,83.5,82.54,420347139,607,17.2654,2510,49790,2884,33783,1957
14-06-2022,83.65,82.55,85,84.05,542040966,607,17.2653,2509,50792,2942,34463,1996
15-06-2022,83.6,82.3,84.35,83.23,387536682,607,17.2879,2531,50762,2936,34442,1992
16-06-2022,81.65,80.6,83.85,81.66,744863758,607,17.3191,2485,49578,2863,33639,1942
17-06-2022,83.4,81.2,83.4,82.68,433503568,607,17.3216,2533,50640,2924,34360,1984
20-06-2022,82.75,81.55,84.4,82.86,352691100,607,17.3425,2539,50246,2897,34092,1966
21-06-2022,83.3,82.7,84,83.37,275074506,607,17.348,2576,50580,2916,34318,1978
22-06-2022,84.5,82.9,85,84.05,444825252,607,17.3613,2574,51308,2955,34813,2005
23-06-2022,84.85,84.1,85.5,84.82,357359527,607,17.3782,2543,51521,2965,34957,2012
24-06-2022,84.4,84.05,85.35,84.64,298524266,607,17.3791,2554,51248,2949,34772,2001
27-06-2022,82.9,81.05,83.55,82.64,452383209,607,16.676,2529,50337,3019,34154,2048
28-06-2022,84.05,82.65,84.85,83.71,711272164,607,16.6488,2490,51035,3065,34627,2080
29-06-2022,81.2,81.1,84.1,82.7,383383177,607,16.6991,2402,49305,2953,33453,2003
30-06-2022,80.85,79.6,81.9,80.77,589647145,607,16.6914,2405,49092,2941,33309,1996
01-07-2022,82.6,80.75,82.9,82.28,260446575,607,16.76,2444,50155,2993,34030,2030
04-07-2022,82.75,82.1,84.15,83.22,227331827,607,16.8237,2406,50246,2987,12335,733
05-07-2022,80.85,80.15,83.35,81.45,301853857,607,16.9674,2371,49092,2893,33309,1963
06-07-2022,83.8,81,83.8,82.11,320367396,607,17.2128,2408,50883,2956,34524,2006
07-07-2022,85.2,82.95,85.2,84.12,268595670,607,17.2912,2426,51733,2992,35101,2030
08-07-2022,85.4,84.65,86.15,85.56,105833071,607,17.2912,2434,51855,2999,35184,2035
13-07-2022,83.8,82.8,85.4,83.87,276971903,607,17.4226,2408,50883,2921,34524,1982
14-07-2022,82,80.5,85.25,83.04,416591722,607,17.4896,2382,49790,2847,33783,1932
18-07-2022,84.4,83,84.5,83.89,244696415,607,17.495,2451,51248,2929,34772,1988
19-07-2022,85.4,83.65,85.4,84.89,244129813,607,17.5741,2502,51855,2951,35184,2002
20-07-2022,85.35,84,86,84.94,262789261,607,17.5922,2525,51825,2946,35163,1999
21-07-2022,84.45,83.75,85.5,84.6,312662721,607,17.6599,2511,51278,2904,34792,1970
22-07-2022,84.75,84.3,85.6,85.08,297643747,607,17.7429,2517,51460,2900,34916,1968
25-07-2022,86.25,85,87,86.34,404280318,607,17.8331,2548,52371,2937,35534,1993
26-07-2022,88.25,86.4,89.8,88.07,603475520,607,17.8656,2537,53585,2999,36358,2035
27-07-2022,90.35,87.3,90.9,89.13,460741412,607,17.9023,2544,54861,3064,37223,2079
28-07-2022,90.3,89.25,91.5,90.36,595617588,607,17.9367,2543,54830,3057,37202,2074
29-07-2022,92.1,89.4,92.7,91.68,438233502,607,17.9261,2592,55923,3120,37944,2117
01-08-2022,95.15,92.1,95.8,94.22,486235563,607,17.9577,2656,57775,3217,39200,2183
02-08-2022,93.45,93.2,95.6,94.42,345824228,607,17.965,2648,56743,3159,38500,2143
03-08-2022,94.05,92.8,94.65,93.58,308842316,607,17.9681,2684,57107,3178,38747,2156
04-08-2022,95.3,95,96.95,95.71,303632304,607,17.9673,2724,57866,3221,39262,2185
05-08-2022,95.55,94.25,96.3,95.31,288016810,607,17.9685,2750,58018,3229,39365,2191
08-08-2022,98.65,95.85,99.2,97.69,401331686,607,17.9716,2795,59900,3333,40642,2261
09-08-2022,98,97.7,99.7,98.57,302761088,607,17.9642,2785,59506,3312,40375,2248
10-08-2022,103,98.7,103.4,101.48,570149198,607,17.9631,2830,62542,3482,42434,2362
11-08-2022,110.9,104.2,112.1,108.99,1359573325,607,17.9679,2868,67338,3748,45689,2543
12-08-2022,108.9,107.8,111.9,109.82,718619744,607,17.9689,2864,66124,3680,44865,2497
15-08-2022,107.3,106.4,109.9,107.53,533374329,607,17.9734,2857,65153,3625,44206,2460
16-08-2022,110.6,104,111,107.82,867170807,607,17.9744,2913,67156,3736,45566,2535
17-08-2022,112.9,109.3,114.4,111.61,873787922,607,17.9735,2980,68553,3814,46513,2588
18-08-2022,107,104,110.7,107.06,1488064477,607,18.0011,3020,64970,3609,44082,2449
19-08-2022,106.4,104.2,109.1,106.32,909434375,607,18.1093,3020,64606,3568,43835,2421
22-08-2022,110.5,105.2,111,108.6,808913943,607,18.1314,3062,67096,3701,45524,2511
23-08-2022,110.7,109.9,113.2,111.23,642239368,607,18.1345,3122,67217,3707,45607,2515
24-08-2022,111.1,108.2,112.5,110.75,817289885,607,18.1503,3060,67460,3717,45772,2522
25-08-2022,111.6,111,113.8,112.35,674796134,607,18.1793,3137,67764,3728,45978,2529
26-08-2022,112.9,110.4,113.5,111.69,700528531,607,18.1892,3146,68553,3769,46513,2557
29-08-2022,112.3,110.2,112.6,111.37,585318072,607,18.1975,3165,68189,3747,46266,2542
31-08-2022,109.4,109.4,112.3,110.64,736958045,607,18.2031,3171,66428,3649,45071,2476
01-09-2022,109.3,108.2,111,109.97,846584059,607,18.2132,3143,66367,3644,45030,2472
02-09-2022,108.5,108.5,113.9,110.9,1306721034,607,18.2337,3223,65881,3613,44700,2452
05-09-2022,113.9,108.4,114.1,112.03,969448925,607,18.2378,3358,69160,3792,46925,2573
06-09-2022,113,111.8,117,114.16,1026944339,607,18.2376,3391,68614,3762,46554,2553
07-09-2022,113.7,111.5,115.4,113.34,796818861,607,18.2468,3403,69039,3784,46843,2567
08-09-2022,120,114.5,120.5,117.94,1068788091,607,18.2523,3437,72864,3992,49438,2709
09-09-2022,121.2,119.5,124.4,121.5,826268546,607,18.2517,3521,73593,4032,49933,2736
12-09-2022,121.1,120.6,123.2,121.7,573295920,607,18.2515,3649,73532,4029,49891,2734
13-09-2022,117.1,116.4,124.6,121.33,785219724,607,18.2533,3427,71103,3895,48243,2643
14-09-2022,119.9,114.1,120.4,117.66,509991040,607,18.2649,3447,72803,3986,49397,2704
15-09-2022,117,117,121.4,119.07,502563366,607,18.2755,3363,71042,3887,48202,2638
16-09-2022,120.4,117.1,121.2,119.27,579814131,607,18.2802,3377,73107,3999,49603,2713
19-09-2022,115.8,115.7,121.4,118.35,397416354,607,18.2987,3200,70314,3843,47708,2607
20-09-2022,116.3,114.1,119,115.91,502638724,607,18.3115,3278,70617,3856,47914,2617
21-09-2022,116.1,115.6,119.4,117.29,592987820,607,18.3279,3246,70496,3846,47831,2610
22-09-2022,117.8,116.5,119.9,118.29,504380098,607,18.3732,3295,71528,3893,48532,2641
23-09-2022,120.1,117.6,123.3,121.08,851318288,607,18.4033,3282,72925,3963,49479,2689
26-09-2022,119.2,119,125,121.93,894461953,607,18.4598,3260,72378,3921,49109,2660
27-09-2022,122,119.8,123.3,121.89,725692642,607,18.4842,3266,74078,4008,50262,2719
28-09-2022,120.4,120.1,125.6,122.34,797556837,607,18.5195,3198,73107,3948,49603,2678
29-09-2022,116.8,112.9,121.7,117.86,565789032,607,18.5371,3147,70921,3826,48120,2596
30-09-2022,115.7,113.1,116.9,114.89,543267668,607,18.5521,3180,70253,3787,47667,2569
03-10-2022,123.3,116,123.7,119.17,714598590,607,18.5731,3392,74868,4031,50798,2735
04-10-2022,123.8,121.5,124.5,122.77,654207298,607,18.5781,3458,75171,4046,51004,2745
05-10-2022,124.2,122.3,126.5,124.37,815232352,607,18.5885,3484,75414,4057,51169,2753
06-10-2022,128.1,124.3,128.7,126.45,924118266,607,18.5923,3554,77782,4184,52775,2839
07-10-2022,126.4,125,129.4,126.99,1264521278,607,18.5927,3568,76750,4128,52075,2801
10-10-2022,124.8,123.5,127.4,125.42,526924225,607,18.5915,3582,75779,4076,51416,2766
11-10-2022,122.9,122.4,125.8,123.99,604062410,607,18.5949,3572,74625,4013,50633,2723
12-10-2022,120.1,119.6,124.5,122.13,791537496,607,18.5999,3518,72925,3921,49479,2660
13-10-2022,123.5,120.5,124.5,122.5,774639965,607,18.5991,3553,74989,4032,50880,2736
14-10-2022,127.1,124.7,128.1,126.4,880599245,607,18.593,3627,77175,4151,52363,2816
17-10-2022,138,127.8,138.4,134.52,1384701277,607,18.5997,3848,83794,4505,56854,3057
18-10-2022,137.5,135.9,140.9,138.04,1027899319,607,18.5998,3842,83490,4489,56648,3046
19-10-2022,141.3,138.1,144.7,141.7,990692815,607,18.5996,3880,85797,4613,58214,3130
20-10-2022,140.2,139.2,144,141.01,831281475,607,18.6021,3901,85129,4576,57760,3105
21-10-2022,142,138.6,143.7,141.57,626526111,607,18.6076,3935,86222,4634,58502,3144
24-10-2022,142.6,140.7,145.3,142.69,613383436,607,18.6165,3978,86587,4651,58818,3159
25-10-2022,140,137,144.3,140.6,913380939,607,18.616,3975,85008,4566,57746,3102
26-10-2022,136.8,136.2,140.7,137.46,893365110,607,18.6199,3976,83065,4461,56426,3030
27-10-2022,135,133.2,137.9,135.16,964638018,607,18.6215,3935,81972,4402,55684,2990
28-10-2022,132.8,132,135,133.03,325679974,607,18.6215,3879,80636,4330,54776,2942
31-10-2022,134,132.1,134.4,133.51,1013471085,607,18.625,3979,81365,4369,55271,2968
01-11-2022,138.4,134.9,140.3,138.25,886381608,607,18.6291,4055,84036,4511,57086,3064
02-11-2022,140.8,137.7,141.9,140.29,678981193,607,18.6316,4072,85494,4589,58076,3117
03-11-2022,139.9,136.6,141.3,139.22,810319498,607,18.6307,4105,84947,4560,57705,3097
04-11-2022,143.9,139.3,144.5,141.93,842918426,607,18.6271,4217,87376,4691,59355,3186
07-11-2022,147.1,144.4,147.8,145.98,792736536,607,18.6168,4332,89319,4798,60674,3259
08-11-2022,147.5,146.1,150.5,148.65,886405800,607,18.6138,4360,89562,4812,60839,3269
09-11-2022,140.8,135,141,137.62,2756558251,607,18.6126,4361,85494,4593,58076,3120
