Tarih,Kapanış(TL),Min(TL),Max(TL),AOF(TL),Hacim(TL),Sermaye(mn TL),USDTRY,BIST 100,PiyasaDeğeri(mn TL),PiyasaDeğeri(mn USD),HalkaAçık PD(mn TL),HalkaAçık PD(mn USD)
06-01-2025,533.5,529,536.5,533.05,1679083399,607,35.3528,10086,323941,9163,220183,6228
07-01-2025,527,524.5,534.5,529.34,1972003419,607,35.34,9972,319994,9055,217500,6155
08-01-2025,534,523,536,531.46,2940897364,607,35.3815,9891,324245,9164,220389,6229
09-01-2025,523.5,523.5,541,528.91,2385521898,607,35.3556,10001,317869,8991,216056,6111
10-01-2025,523,522,532,526.96,2446202899,607,35.3992,9911,317566,8971,215849,6098
13-01-2025,524,512,524,518.95,2088832546,607,35.4835,9733,318173,8967,216262,6095
14-01-2025,515,514.5,531.5,523.99,2258982427,607,35.4931,9716,312708,8810,212548,5988
15-01-2025,512.5,503.5,518.5,510.13,2675384308,607,35.4932,9740,311190,8768,211516,5959
16-01-2025,504,501,521,507.36,3024835585,607,35.4617,9867,306029,8630,208008,5866
17-01-2025,509,500.5,512.5,507.92,2522523482,607,35.4757,9978,309065,8712,210071,5922
20-01-2025,520.5,511,523,516.63,2805131079,607,35.5823,10029,316048,8882,214818,6037
21-01-2025,521.5,516.5,529,523.88,2247406179,607,35.6156,10000,316655,8891,215230,6043
22-01-2025,521.5,514,524.5,519.24,2374033257,607,35.6456,10105,316655,8883,215230,6038
23-01-2025,515,513.5,527,519.14,3096749033,607,35.6556,10113,312708,8770,212548,5961
24-01-2025,514,511,518.5,514.72,2167528229,607,35.6635,10105,312101,8751,212135,5948
27-01-2025,505.5,502.5,511.5,505.77,2192652065,607,35.7244,9998,306940,8592,208627,5840
28-01-2025,522.5,502.5,523.5,515.84,3480624778,607,35.7622,10122,317262,8871,215643,6030
29-01-2025,546.5,522.5,555,542.08,8742174494,607,35.771,10077,331835,9277,225548,6305
30-01-2025,552.5,546,557,551.69,3693094772,607,35.7854,10082,335478,9375,228024,6372
31-01-2025,550,547,558,553.18,3272584486,607,35.8274,10004,333960,9321,226993,6336
03-02-2025,537.5,531.5,555.5,543.46,2808619976,607,35.9669,9774,326370,9074,221834,6168
04-02-2025,531.5,530.5,543,537.76,1734376301,607,35.9811,9807,322727,8969,219357,6096
05-02-2025,539.5,532,548,540.87,4691722098,607,35.9329,9720,327584,9117,222659,6197
06-02-2025,548.5,541.5,552,548.26,2379796849,607,35.8978,9842,333049,9278,226374,6306
07-02-2025,561.5,544,562,552.88,3696018076,607,35.9702,9952,340943,9478,231739,6443
10-02-2025,550.5,548.5,563,554.71,3305107567,607,36.0099,9846,334264,9283,227199,6309
11-02-2025,563,542,564,553.6,3155780124,607,36.0241,9883,341854,9490,232358,6450
12-02-2025,557.5,553.5,570,562.66,3867190001,607,36.0922,9780,338514,9379,230088,6375
13-02-2025,579.5,557.5,581,570.43,4737638838,607,36.1098,9915,351872,9745,239168,6623
14-02-2025,559,559,576,566.36,3516410990,607,36.1711,9878,339425,9384,230707,6378
17-02-2025,554,554,563,557.18,2042050047,607,36.2174,9836,336389,9288,228643,6313
18-02-2025,564,550.5,568.5,560.2,2939335015,607,36.2616,9917,342461,9444,232771,6419
19-02-2025,555,552,567.5,558.51,2890400051,607,36.292,9764,336996,9286,229056,6311
20-02-2025,535,518.5,543.5,529.75,8629244943,607,36.3125,9808,324852,8946,220802,6081
21-02-2025,512,508.5,541,527.34,3776689672,607,36.3714,9602,310886,8548,211309,5810
24-02-2025,514.5,512.5,525,519.66,2329661130,607,36.4218,9575,312404,8577,212341,5830
25-02-2025,504.5,504,519,509.65,2406053770,607,36.453,9452,306332,8403,208214,5712
26-02-2025,510,504,516,509.86,2730058307,607,36.4372,9573,309672,8499,210484,5777
27-02-2025,517,507,522,515.97,3038570777,607,36.4307,9741,313922,8617,213373,5857
28-02-2025,506,505.5,519.5,510.99,3597269703,607,36.4467,9659,307243,8430,208833,5730
03-03-2025,525.5,511.5,528,520.69,3780071522,607,36.4753,9911,319084,8748,216881,5946
04-03-2025,524.5,520.5,531.5,526.25,2722233553,607,36.4667,9898,318476,8733,216468,5936
05-03-2025,542.5,529,549.5,538.31,3951977651,607,36.4337,10189,329406,9041,223897,6145
06-03-2025,553.5,540,558,548.53,3353428275,607,36.4404,10459,336085,9223,228437,6269
07-03-2025,554.5,550,563.5,556.89,3154834116,607,36.3808,10507,336692,9255,228850,6290
10-03-2025,517,513.5,542,524.72,6458080149,607,36.5215,10422,313922,8596,213373,5842
11-03-2025,516.5,509.5,524.5,517.71,4788787516,607,36.5746,10438,313619,8575,213167,5828
12-03-2025,519,513,524.5,518.57,5319629741,607,36.6059,10580,315137,8609,214198,5851
13-03-2025,528,521,534.5,528.87,6320388717,607,36.6046,10728,320602,8759,217913,5953
14-03-2025,524.5,524.5,536,527.55,5082811725,607,36.6008,10841,318476,8701,216468,5914
17-03-2025,515.5,515.5,527.5,520.1,3564160132,607,36.6799,10862,313012,8534,212754,5800
18-03-2025,506,506,517,511.1,3534432897,607,36.6582,10802,307243,8381,208833,5697
19-03-2025,455.5,455.5,488.75,470.34,7715310211,607,38.0523,9860,276580,7268,187991,4940
20-03-2025,454.75,445.5,479,464.43,14576867403,607,37.9833,9811,276124,7270,187682,4941
21-03-2025,409.5,409.5,458.5,428.12,7884567242,607,37.9184,9045,248648,6557,168981,4456
24-03-2025,414,399,428.25,411.6,10118004526,607,37.9283,9299,251381,6628,170838,4504
25-03-2025,455.25,419.5,455.25,444.66,9910151797,607,37.9769,9716,276428,7279,187860,4947
26-03-2025,462.25,453,475.75,465.28,7774430339,607,37.997,9650,280678,7387,190552,5015
27-03-2025,461.75,458.75,478.75,469.83,4278020885,607,38.0007,9613,280375,7378,190318,5008
28-03-2025,458.25,453.5,463.75,457.69,3557091370,607,37.8337,9659,278249,7355,188848,4992
02-04-2025,446,444.5,458.5,449.9,2778608567,607,37.9241,9523,270811,7141,183827,4847
03-04-2025,442.5,442,453.75,447.75,2199684929,607,37.9319,9484,268686,7083,182384,4808
04-04-2025,437.5,434.75,447,440.89,2855929843,607,37.9147,9380,265650,7007,180323,4756
07-04-2025,452.5,420,462,443.64,5801580553,607,38.0014,9407,274758,7230,186478,4907
08-04-2025,467.5,454,470.5,462.44,3238931573,607,37.9984,9477,283866,7470,192660,5070
09-04-2025,459.75,456.5,466.75,461.68,2960851102,607,38.001,9276,279160,7346,189438,4985
10-04-2025,460,460,483.5,475.74,3875744279,607,37.9329,9339,279312,7363,189541,4997
11-04-2025,461,456.5,472.75,462.29,3117074416,607,37.9756,9381,279919,7371,189953,5002
14-04-2025,466,463.25,468.5,465.89,1901363744,607,38.0333,9424,282955,7440,192042,5049
15-04-2025,464,462.25,473,467.25,2023633835,607,38.075,9394,281741,7400,191217,5022
16-04-2025,457,453,472.25,463.31,3051583666,607,38.1158,9266,277490,7280,188305,4940
17-04-2025,458.75,453.5,469,460.82,3646364029,607,38.1297,9396,278553,7305,189026,4957
18-04-2025,447.75,447.75,461,452.23,1740727620,607,38.0716,9317,271874,7141,184521,4847
21-04-2025,444.75,442,451,446.63,2022101587,607,38.1826,9322,270052,7073,183257,4800
22-04-2025,448.75,445.75,451.75,448.89,1997375951,607,38.2001,9312,272481,7133,184906,4840
24-04-2025,463.25,448.25,464.75,456.68,3467006026,607,38.2977,9491,281285,7345,190908,4985
25-04-2025,466.25,463.75,469,466.36,1956131539,607,38.3144,9433,283107,7389,192145,5015
28-04-2025,465,463.25,472.5,468.45,2074219815,607,38.4356,9307,282348,7346,191601,4985
29-04-2025,464,461.5,468.25,465.1,1750088118,607,38.4363,9225,281741,7330,191189,4974
30-04-2025,451,449.75,471.5,462.79,2665879614,607,38.4375,9078,273847,7124,185833,4835
02-05-2025,470,452,470.75,463.6,2375883865,607,38.4386,9168,285384,7424,193662,5038
05-05-2025,474,469,476,473.44,2937494003,607,38.5799,9112,287813,7460,195310,5062
06-05-2025,473,471.75,475.75,473.41,1767890728,607,38.5953,9135,287206,7441,194898,5050
07-05-2025,490,475,491.5,486.2,3307356053,607,38.6255,9075,297528,7703,201903,5227
08-05-2025,486.75,483.5,498.5,489.94,2619544243,607,38.6223,9279,295555,7652,200622,5194
09-05-2025,478.75,465.5,480.5,471.96,4620520229,607,38.6419,9391,290697,7523,197383,5108
12-05-2025,497.5,488.5,502,493.99,3249644738,607,38.7458,9747,302082,7797,205114,5294
13-05-2025,495,494.5,506,498.09,2750031699,600,38.782,9700,297000,7658,201663,5200
14-05-2025,496.5,489.75,503,495.57,2879543664,600,38.763,9702,297900,7685,202334,5220
15-05-2025,495.5,493,502.5,496.93,1804616001,600,38.7045,9541,297300,7681,201926,5217
16-05-2025,494,488.25,499.5,493.39,2185296902,600,38.6639,9668,296400,7666,200189,5178
20-05-2025,470.75,469.25,492.5,476,3584722843,600,38.8408,9514,282450,7272,190738,4911
21-05-2025,466.5,466.5,474.5,470.44,2099254191,600,38.83,9399,279900,7208,189016,4868
22-05-2025,476.5,468,481.5,474.13,3052750769,600,38.8664,9475,285900,7356,193068,4967
23-05-2025,476.5,474.5,482.75,478.7,2718878966,600,38.8873,9356,285900,7352,192925,4961
26-05-2025,483.75,476,485,482.61,1794371488,600,38.9608,9345,290250,7450,195861,5027
27-05-2025,479.75,478,487.75,482.11,1673431229,600,38.9728,9214,287850,7386,194241,4984
28-05-2025,480,477.25,482.25,480.07,1904479678,600,39.051,9178,288000,7375,194371,4977
29-05-2025,483,480.25,484.5,482.11,2433131260,600,39.0915,9171,289800,7413,195644,5005
30-05-2025,476,472.5,483,476.93,2773437461,600,39.1329,9020,285600,7298,192837,4928
02-06-2025,486,476.75,490.5,484.78,2514755433,600,39.1855,9009,291600,7442,196859,5024
03-06-2025,496.5,489.25,500.5,494.99,2335183912,600,39.1502,9277,297900,7609,201112,5137
04-06-2025,515.5,487,515.5,503.2,3226324557,600,39.1279,9475,309300,7905,208747,5335
05-06-2025,521.5,509,521.5,516.54,1027251171,600,39.1279,9487,312900,7997,211176,5397
10-06-2025,524.5,517.5,533,523.78,2108223837,600,39.209,9659,314700,8026,212423,5418
11-06-2025,519,512.5,523.5,518.6,2433327905,600,39.1896,9686,311400,7946,210195,5364
12-06-2025,505.5,501,519,508.89,2701522684,600,39.287,9520,303300,7720,204697,5210
13-06-2025,495,475.5,497,485.8,3278634039,600,39.3254,9312,297000,7552,200594,5101
16-06-2025,496.5,487,501.5,496.15,2345681907,600,39.3918,9350,297900,7562,201202,5108
17-06-2025,503,496,508,504.13,2049867425,600,39.3723,9340,301800,7665,203836,5177
18-06-2025,481.5,478,498.5,485.62,2370022417,600,39.4939,9196,288900,7315,195008,4938
19-06-2025,475.5,475,489.25,482.05,2050321225,600,39.5512,9102,285300,7213,192520,4868
20-06-2025,469.25,467.25,486,473.31,2277850500,600,39.6122,9203,281550,7108,190046,4798
23-06-2025,456.75,451.5,466.25,456.98,2325267049,600,39.7185,9141,274050,6900,184956,4657
24-06-2025,489,476.5,493.75,485.36,3521496454,600,39.6215,9449,293400,7405,198016,4998
25-06-2025,476.5,472,491.75,477.7,2415306524,600,39.7106,9419,285900,7200,192868,4857
26-06-2025,467.5,467.5,477.75,470.43,1862883782,600,39.7705,9301,280500,7053,189197,4757
27-06-2025,468.25,461.5,473.5,467.34,2339384272,600,39.814,9405,280950,7057,189473,4759
30-06-2025,494.75,470,505,490.36,5420884639,600,39.8124,9949,296850,7456,200285,5031
01-07-2025,496,490.25,500,495.4,3167616410,600,39.845,10080,297600,7469,200791,5039
02-07-2025,512,496,513.5,506.93,3629828576,600,39.8007,10189,307200,7718,207268,5208
03-07-2025,507.5,502,522,509.52,2447024754,600,39.7485,10228,304500,7661,205446,5169
04-07-2025,507,502,510.5,506.48,1444343362,600,39.7506,10276,304200,7653,205305,5165
07-07-2025,499.5,496.25,504,500.13,1560809924,600,39.9738,10108,299700,7497,202268,5060
08-07-2025,488,483.75,504,492.25,2114546114,600,40.0052,9998,292800,7319,197611,4940
09-07-2025,493,485,495.5,491.35,1828241005,600,40.0341,10167,295800,7389,199635,4987
10-07-2025,499,497,506.5,501.61,2027929085,600,40.0496,10331,299400,7476,202065,5045
11-07-2025,495.75,491.25,506.5,498.17,2285791462,600,40.0796,10358,297450,7421,200749,5009
14-07-2025,499,493.5,504,500.16,2163266913,600,40.1605,10225,299400,7455,202065,5031
16-07-2025,487,483,498.75,491.09,2750992602,600,40.2362,10122,292200,7262,197206,4901
17-07-2025,496,485.75,502.5,494.03,3186567638,600,40.2738,10371,297600,7389,200850,4987
18-07-2025,489.75,489.5,497.5,492.53,1927012466,600,40.3007,10366,293850,7291,198319,4921
21-07-2025,498.25,491.25,501.5,497.13,2604740024,600,40.3834,10616,298950,7403,201761,4996
22-07-2025,504,497.5,508.5,502.99,3689685791,600,40.4082,10616,302400,7484,204090,5051
23-07-2025,499.25,499.25,507.5,502.72,1815307170,600,40.441,10591,299550,7407,202166,4999
24-07-2025,508.5,500,515.5,507.69,3771046758,600,40.4657,10689,305100,7540,205912,5089
25-07-2025,511,506,514.5,510.71,2096952768,600,40.4718,10643,306600,7576,206924,5113
28-07-2025,515,507.5,518.5,514.37,1829386472,600,40.5446,10542,309000,7621,208544,5144
